review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
f462afec6d534fefcec500e2dc08d4b9,838f02ea52c8e48b8bc5ed2671e7bfd3,4,,,2018-08-12,2018-08-14 14:54:10
24caeff6d0bf42aae11422e2be65ec7b,13ea512ec6905271a81b450e551b62a8,5,,,2018-09-12,2018-09-13 21:25:37
c971fe4a87c2590b6d86843fa8fad049,5d9eaab2f0968ee661d96ba4afdf807d,3,muito bom ,o produto chegou antes da data marcada 👏👏,2018-09-11,2018-09-13 21:28:59
92fb7ec98959dac42f6630f80979b4a1,9b555fa3c1a9ac79415e947cde8180bd,4,,,2018-08-13,2018-08-14 11:54:44
ebfed28eb308414100e4fc194a380da1,6e9b3d5868d4efc61bfafde4d03c6ae2,4,,,2018-08-28,2018-08-29 01:04:01
6f641829b17043296afd85b8b814f109,f696d20b36a94c22477593f82ed4217d,5,,,2018-08-24,2018-08-24 18:20:42
157d0b0e4295ddb2258d4fe07a83aca7,e84f839667bdb61865f74a90bc11ec11,5,muito bom,chegou rápido e como eu pedi. ,2018-08-27,2018-08-27 22:06:48
5c190c05cc625270b16b7cab1d9c691a,4e4aa299535ead6fe63a779d539c493d,1,,,2018-09-09,2018-09-09 03:38:21
c736ad51e49ababee28dde3118e9b238,27cce60fbd7767b0efb682ce2597e6d2,5,,,2018-08-24,2018-08-25 16:14:35
e376bb36a1fdf1a2b1311a3d47287a5a,d27c2efd9421cde0945261467fb1a025,4,boa entrega,"não gostei do produto, pq ele é muito grande, mas é de ótima qualidade, só não é o q eu procurava...",2018-09-03,2018-09-04 00:29:38
0962de121dd4dbba6c4a966ea9bc40be,44c497744f3f3876b15039fac1716dc2,5,,,2018-09-08,2018-09-09 00:54:15
d46eb02773dc771b8ce8b44b9a25dcb0,2d9196aaddb5713a576a0f4acdf102a0,5,,,2018-08-28,2018-08-29 20:53:24
2f76c369938bc11ac0a0d773d1d13051,ec0112ec66031380d1782e0c3cb08fd3,5,,,2018-09-05,2018-09-06 02:25:41
9b3befcbcf41e8c3017ff0df7de79b8d,0667371275636232a05d55f2a8eada60,4,bom,ok,2018-08-25,2018-08-26 22:35:57
b5d138e5d54d4abdc524400200960061,2118150cee01ae2de04990d1ec2d748f,5,,"muito bonito, superou a espectativa",2018-09-16,2018-09-16 23:46:12
54e31529c7eba933035f1e4aaf02d7e7,c22f6ba7f27b03c0882d2c2ce2a3f3a9,5,super recomendo,"atendimento com agilidade,principalmente em tirar duvidas sobre o produto.a entrega antes do prazo,fiquei muito satisfeita com o produto.",2018-09-07,2018-09-14 15:50:49
ad12d1ba613643e7628768d0c3110b6f,cad185f8e286822c1fd551bcfc659ad8,5,top,top!,2018-08-31,2018-08-31 23:37:34
1665c5e07e2717f9d64744a7813faaa0,95f3615ae63fefb578bbcb55f66fba96,5,muito bom,"entrega rápida, produto bonito conforme descrito no site, porém so chegou o lençol ainda não chegou a saia da cama.",2018-08-28,2018-08-28 14:47:01
6a748fb3bba550bf375824a977d62d04,e269ca84795620d3adb86146ff38ad62,4,,,2018-09-07,2018-09-07 22:40:30
50e4002da5a4b33b456628a0bcc6c36a,0918eb0a00743c2cfeb69cce4fe4fe1e,5,,,2018-08-13,2018-08-14 00:48:51
cef4b2d097a809d9b398ecbc2a7ea1b8,e175cbd518afe4a80b3f5f884ab05450,5,ótimo ,tudo perfeito,2018-09-15,2018-09-16 17:58:19
c26b6df817496dec9356ec34768f8b85,cdf4b0d5611fbf52e84ea0dc45f5ba8e,1,não recomendo,"recebi a caixa lacrada, mas a caixa do relógio estava vazia. procurei um site de confiança para comprar meu relógio e acabei recebendo uma caixa vazia. isso é um absurdo.",2018-08-29,2018-08-29 22:43:26
5689ffcdb4c4606ff5cfdbe1365f91ff,bd116e3c15911b8f09db896e682cb30c,5,,,2018-08-17,2018-08-17 18:02:57
87235039da15f39146d0f6b7597029c4,bb5be1811a54b7c516ea8c1eeb48272a,3,,,2018-08-08,2018-08-10 21:19:15
13be730f8439967abc1a770406f2b376,2c313debfbfb2b44f91ae0431823ccb4,5,excelente produto,excelente produto. altamente recomendado.,2018-08-24,2018-09-03 22:18:46
412be27a5c20fea0e23f05bf6fb65570,31a49d7427661b46338c025ff2e07d20,5,,,2018-08-26,2018-08-26 22:32:25
ce51a54f2fabb07163cf239361adda68,fbb09a2a201b41a31a2e27bbd815c012,5,,,2018-09-08,2018-09-10 19:09:16
8013a6a4c441beaa5d61b49e43822966,0d2b97cf9a17b4e44a12371fa7536c1c,4,,,2018-09-04,2018-09-06 16:41:24
9f98c17fd117aef60d72f3f94338232e,5e0ff060a686922559e33f8dbe998e41,5,,,2018-09-14,2018-09-17 00:38:22
f0b4b2e44c7025d9d1b445aa127cc09a,444444b7f836b844b14afe3e0fc9929f,5,,,2018-09-01,2018-09-04 16:03:26
8090efcb22d6a077e3b2307f8bcb7a31,2a1ceca1522e8bf484583ef111e921c4,5,ótimo,"apesar de ter vindo com defeito,fui muito bem atendida e o problema rapidamente solucionado, agradeço imensamente!",2018-09-09,2018-09-12 00:45:30
c6cf184ad75279ea2f1d3e1a74bc4c83,c93ff60dbb02e26f340bbca4b680435a,5,ótima,,2018-08-26,2018-08-27 01:22:01
2e78a97b972291f835c75419e7e50a7f,c7ac9d091733ebd451d6dbebceee9191,5,,,2018-09-15,2018-09-16 00:05:24
c26a83909d9204425df191e443d14f75,de64325a3ec242c2264f553d946274ae,5,super recomendo,,2018-09-08,2018-09-11 17:42:05
c62fcc30d8a135122584b9f014d7117b,f5090f33660f2488a5358a5694e0a64b,5,,,2018-08-10,2018-08-11 11:23:46
038a022b01239ce2ebdf97ecb2aa2f99,a54a65531feecee80712fac10405795e,5,recomendo ,muito bom o produto,2018-09-09,2018-09-10 18:44:48
1c903c1e01aa443710d5b31858066410,c1101a911387fc42d24230c28f75f016,1,uma merda ,eu comprei uma almofada pra neném toma banho paguei 100 agora chega uma nota fiscal de 75 reais quero sabe quem vai me devolver minha grana pois com americana vc não sabe onde reclama lixo de loja ,2018-09-14,2018-09-15 14:38:41
2f1d4956d54a9d852e837409383ab6e4,9bb54391d0f998f18309470a84b2252f,4,,paguei carreto e tive que pegar nos correios,2018-08-26,2018-08-29 19:31:26
50bc312af328ce91d50fb9ddc14b11ed,13c315a2014c348759014f460015094a,5,excelente,"gosto muito de comprar nas lannister, pela qualidade na entrega dos produtos, recomendo pode confiar",2018-09-09,2018-09-09 22:43:51
d03d0d6dd3bfa65212e1f12ae7c0de8e,f4788173ecaa859073b6d2c4a35da40f,1,produto com defeito,"o produto veio com defeito e não foi possível trocar, pois não havia como repor.",2018-08-27,2018-08-29 21:53:04
82ea9d034d5a4d4aa7956fab94b60e3c,50b3cc3a81862626b3a95451c8928e19,1,produto não entregue ,já passou há muito tempo do prazo estipulado e ainda não recebi o produto ,2018-09-11,2018-09-11 13:39:22
f737ad763c9f0816af12ebb6ffcb0b0b,eaac284918a0bae18197faef197f83e0,5,,,2018-08-07,2018-08-09 19:20:57
a8041f6699432f6bb27d85b3803bbe8b,d4308c105262daee5f407e855f5c1e25,4,,,2018-08-18,2018-10-21 22:35:47
d3d6985e7299cc18e3dabf7191faec94,79bc7c534af45885cc4a1aec6cbad0a8,5,,,2018-09-08,2018-09-08 21:35:59
b4ab6a49b14c65ded7c8646689209a79,9d3da528dc19e8ac4ad42ed097e8d065,3,,tamanho menor que pensava.,2018-08-14,2018-08-16 21:51:18
3a431b49b1cb1d46fe74d7ae14124c6b,bbcd5aaa84b5c7ef86c0a723182d7a3a,4,entrega eficiente....,muito eficiente...,2018-08-17,2018-08-17 14:11:12
1f1a360d7e328fbdc81dd42416edb186,d25eb73c856b09c77cd7dd09d9a488c2,5,legal,vai ser de muita utilidade.,2018-08-25,2018-08-26 18:35:40
ef0351ca715812159f7f5dc8528d9027,2bf01051ff9e5195111fd7ffaf865240,5,tudo certo ,tudo certo ,2018-08-29,2018-09-01 01:10:24
3511273e364ebeb6fdade065ad1749c8,aac36a84cc8476828dcd9427c8ec873a,4,boa,ok,2018-09-02,2018-09-05 18:12:49
