order_id,customer_id,order_status_id,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
8b02937454ecbf39dea9989375d931e3a,eb5cfb1e923b447232fd8d969c517974,1,2018-08-10 18:54:07,2018-08-10 20:31:07,2018-08-13 14:06:00,2018-08-20 16:04:52,2018-09-01 00:00:00
57234dd70be5134da4994cc77f7d7693a,532aae4ddf6a6def2c14258c4a1b2ed8,1,2018-08-25 08:25:06,2018-08-25 08:35:15,2018-08-30 12:52:00,2018-09-07 21:04:09,2018-09-14 00:00:00
b58613b6198d11176ee50ef1d433bfbda,e0cd956b5c6d7ca73cf45c57fdb4e985,1,2018-08-17 17:42:27,2018-08-18 02:41:44,2018-08-31 14:34:00,2018-09-06 22:44:55,2018-09-07 00:00:00
3ce28675a76726b00db6e5f1a3f61a5ba,e81b380b3c669bfebd48ec3f0f679bcd,1,2018-08-28 20:43:06,2018-08-28 20:55:25,2018-08-31 14:26:00,2018-09-03 19:46:44,2018-09-20 00:00:00
13753a4e6ae3b0201fb95003db4af823a,142695f924c6f0229ac86a7bc6f31609,1,2018-08-18 11:56:07,2018-08-18 12:05:17,2018-08-18 15:19:00,2018-08-20 21:56:32,2018-08-27 00:00:00
6d1832bd42dccbd91d1ce32da7f54492a,1d12f3eea210892c245c9be2bd17a93c,1,2018-08-01 12:02:12,2018-08-05 16:19:44,2018-08-03 19:25:00,2018-08-04 22:37:38,2018-08-16 00:00:00
f0fb77580603e4f955c60d3fe023553fa,448f1034e6bf87ad818490b3d1708360,1,2018-08-19 09:25:25,2018-08-20 04:35:15,2018-08-30 06:16:00,2018-09-02 20:56:56,2018-09-15 00:00:00
880d0b678864b60cb1a087a3a0a896f0a,96aaf5651780af178def64669ec0d951,1,2018-08-13 17:46:13,2018-08-14 02:55:18,2018-08-16 14:41:00,2018-08-24 15:48:47,2018-09-02 00:00:00
a34cb116fd337ef68f4d8057031b39a5a,f4f06b67ddcc8a9efa90a1719558dbe1,1,2018-08-05 13:27:33,2018-08-06 02:51:02,2018-08-06 11:49:00,2018-08-12 20:32:33,2018-09-07 00:00:00
a04d5b77845f10a45576f115ac7a9c0da,1d6ee1bfb4edda9ba229e554e410a0bb,1,2018-08-17 18:52:37,2018-08-17 19:05:11,2018-08-19 11:50:00,2018-08-24 21:28:36,2018-09-15 00:00:00
f8b6b27efdf0f73f9e9d978fc503c45fa,afa74a7d4baf26e7b0ea6eb4bcdfa450,1,2018-08-04 16:44:56,2018-08-05 16:27:53,2018-08-05 17:24:00,2018-08-11 17:51:40,2018-09-01 00:00:00
1e5da4d344c0467e7c6f3a90e5ff91b7a,a6390fcd76757947a87b174efbee7b8b,1,2018-08-20 12:26:58,2018-08-20 12:35:15,2018-08-24 13:06:00,2018-08-30 22:58:27,2018-09-09 00:00:00
1473319e2ff85803b7e969a788740cdaa,1874bf6cc7db3ab099a368518a32ddf4,1,2018-08-10 23:41:08,2018-08-11 00:35:11,2018-08-11 14:03:00,2018-08-16 14:28:35,2018-08-30 00:00:00
f92b34d1e66d16dfe85adfbf914dee86a,f7979c0a310f63a72ea83fd0f2c1de82,1,2018-08-23 14:27:40,2018-08-23 15:59:46,2018-08-31 13:35:00,2018-09-22 00:19:30,2018-09-13 00:00:00
138f041df3644d9ad82f50c67b7bb304a,c46b80a1d5e25ac1e32520e9b70ded53,1,2018-08-16 18:39:09,2018-08-17 18:35:11,2018-08-20 14:55:00,2018-08-26 18:58:41,2018-09-03 00:00:00
70a988768d7dcafd6284577743090bb3a,b3a51a3b8b6045db9ecd1d83aed817bd,1,2018-08-18 21:39:28,2018-08-20 04:45:19,2018-08-20 12:25:00,2018-08-30 14:52:57,2018-09-07 00:00:00
0b1c59b14d8f5965dea7bc2db28a34eea,e84e0676514d73a73b62bc41750d40a1,1,2018-08-16 22:56:18,2018-08-16 23:10:13,2018-08-23 14:46:00,2018-08-26 12:49:36,2018-08-31 00:00:00
0e78cb0dc0e9e34f24bab8c86de949f1a,c94af12e653bc8bd263bb56c2573c36f,1,2018-08-29 19:48:57,2018-08-29 20:04:38,2018-08-30 13:10:00,2018-09-02 19:36:45,2018-09-22 00:00:00
924d24dd7c6de024d96e25d4812d65bda,ea5cf2682d61807e35798707c940adc8,1,2018-08-02 02:38:01,2018-08-05 16:05:43,2018-08-03 13:45:00,2018-08-11 15:32:49,2018-08-27 00:00:00
2296fa4ebace1edacb9f91509766eb18a,6982d29c7336cb81ba41937fbf3660b1,1,2018-08-21 19:57:05,2018-08-21 20:10:20,2018-09-06 14:27:00,2018-09-07 20:18:46,2018-09-14 00:00:00
9dfd8df84d4f07cc8da0f2fa0fe96075a,d207633baa19cb97d98840f8e2814f32,1,2018-08-19 17:10:53,2018-08-20 04:43:20,2018-08-24 14:36:00,2018-08-25 17:03:26,2018-09-08 00:00:00
9333298e9cc54a35f22242a9fc3a3ad0a,7268d0d0a96aae2c0a19496f87fa9116,1,2018-08-06 21:20:26,2018-08-06 22:10:48,2018-08-10 12:12:00,2018-08-17 01:04:47,2018-08-27 00:00:00
16a811fb1fdf869b3b5ab6f91b6f36bba,39e80f37ce682233db7e2474fcdcdcdd,1,2018-08-31 18:22:47,2018-08-31 19:40:20,2018-09-01 11:12:00,2018-09-08 19:44:52,2018-09-08 00:00:00
3891073d9934c3bc761f151f90f1be17a,6079c3b58285934faf0232a354b2c0fd,1,2018-08-23 21:40:54,2018-08-24 21:35:20,2018-08-25 14:13:00,2018-08-30 17:28:47,2018-09-13 00:00:00
3c4401b17854071a9f4cf7a4d017fe3aa,b62588dde27339b3398ae926c807ea8c,1,2018-08-02 21:10:53,2018-08-02 21:30:20,2018-08-09 12:42:00,2018-08-12 16:43:39,2018-08-31 00:00:00
4ff9ab070e81af8af428c889cc08b06da,93fc0432389c6def75468710aac29efc,1,2018-08-20 21:22:26,2018-08-21 03:25:16,2018-08-24 13:19:00,2018-08-26 18:31:43,2018-08-30 00:00:00
c5e30f4818a17e20a66b7277cd2eda07a,4607b5869fcea2fc6ffa85f57322cf8c,1,2018-08-14 21:56:15,2018-08-14 22:05:11,2018-08-16 12:55:00,2018-08-24 04:48:39,2018-09-15 00:00:00
530b947c3a33112e9d1b807557aabe41a,4576c33f528da318e87dc01cf7504004,1,2018-08-07 12:30:28,2018-08-07 12:45:51,2018-08-10 14:55:00,2018-08-11 18:44:38,2018-08-26 00:00:00
64a0069bcf4240b9246d1f9b7ed61825a,83b89cf9c779a9cd373086ac6bfe4216,1,2018-08-25 20:18:53,2018-08-26 03:15:07,2018-08-26 14:59:00,2018-08-28 00:03:39,2018-09-02 00:00:00
55bb79b4227dafa41a25a45e8462c7b5a,73dbb993602046f482a399e17d8a446b,1,2018-08-01 11:18:47,2018-08-01 11:30:20,2018-08-03 12:26:00,2018-08-10 16:26:37,2018-08-31 00:00:00
8f0518f5d4437b43c4849faee7e6dacda,41c148813f6ddd461988059f73e8a24e,1,2018-08-01 10:38:31,2018-08-01 10:55:16,2018-08-03 14:30:00,2018-08-10 15:34:50,2018-08-27 00:00:00
5ae462adc9fc09ec40e8eb915cecb4caa,653136f490bd263f8aa1b687e32cd6f4,1,2018-08-09 16:57:25,2018-08-09 17:05:22,2018-08-10 11:41:00,2018-08-12 22:47:33,2018-08-18 00:00:00
d035bb29ea5accfdb6e0c4b6925651cba,7f59143dc719ca40fe74c4527ac95a0e,1,2018-08-29 18:45:40,2018-08-29 19:04:25,2018-08-30 12:57:00,2018-09-06 11:26:34,2018-09-15 00:00:00
36870d717737ef5f4b201e7787c3ea6fa,b0fdd38d459d6c7fc8118dd3ed73d096,1,2018-08-04 23:04:01,2018-08-05 16:35:32,2018-08-05 14:43:00,2018-08-11 18:40:56,2018-09-01 00:00:00
efe7380fd1ca4f19193a35a028f0ce54a,fa64f507ec714d45b905f7330add8aca,1,2018-08-22 19:59:02,2018-08-24 11:31:59,2018-08-25 13:23:00,2018-09-14 15:25:22,2018-09-16 00:00:00
3784bc92c8ff0ca207ed55629e5df7e9a,34b9bca8f3dbf57f921bb8cf2e276be0,1,2018-08-05 10:02:32,2018-08-05 16:08:02,2018-08-20 14:20:00,2018-08-23 22:27:53,2018-08-23 00:00:00
0a90fd1ec2b6416cf95f9f9dbca21d9aa,8f359b4f2dcce84f7e8e43b452e7020e,1,2018-08-29 11:52:52,2018-08-29 12:04:29,2018-08-30 14:16:00,2018-09-03 19:44:50,2018-09-29 00:00:00
7a8f0c1255003a0de7fd484dbab75fdba,04b48387bf71a20a7b51d540080e50f2,1,2018-08-05 12:10:32,2018-08-06 02:55:12,2018-08-13 13:38:00,2018-08-23 15:14:55,2018-09-13 00:00:00
519478e4bc7d1ca7d93f2fcd7f9e54b7a,b0ee592511423e8d39b952a4bdbbea13,1,2018-08-01 09:42:35,2018-08-01 09:50:09,2018-08-05 13:22:00,2018-08-10 21:19:41,2018-08-31 00:00:00
cb8ac0a66ab9381703d4a2c473bba526a,3ea7697cb679588274ce6d851dec2178,1,2018-08-31 09:53:18,2018-08-31 10:40:20,2018-09-03 14:25:00,2018-09-08 01:32:05,2018-09-07 00:00:00
7d7f723eeaa656d3a6d504e6342e3d58a,4bc9f46f3c7da8176327864a20730df6,1,2018-08-05 21:18:50,2018-08-05 21:31:13,2018-08-06 10:19:00,2018-08-13 19:21:53,2018-08-31 00:00:00
a727355acb88d9b3e6e41fb2e3888a0ea,2e3f19e3763da38dd82c6e2e9ff69c98,1,2018-08-23 12:58:28,2018-08-28 23:31:01,2018-08-24 15:07:00,2018-08-25 17:35:30,2018-08-31 00:00:00
2ec51579f21b9d6da3f417e7ccea378da,2ecb17e36f928982da214aaae7f2d7aa,1,2018-08-06 09:21:45,2018-08-06 09:31:26,2018-08-06 12:50:00,2018-08-13 14:52:47,2018-08-30 00:00:00
b15cd4687b1005f8274833b2c85b8ccaa,4dfd5c5fde13782f8a08265d9e373d81,1,2018-08-21 11:49:37,2018-08-21 12:24:07,2018-08-23 16:47:00,2018-08-30 18:48:50,2018-09-17 00:00:00
18de001c224789d86e9b702f0c0dde74a,6ac31cf2cdbfde9b26ac301de8f94f87,1,2018-08-20 20:50:33,2018-08-20 21:03:48,2018-08-23 14:34:00,2018-08-28 13:42:31,2018-09-17 00:00:00
b9b862b71dd3a13f37bbb72f2addc949a,948a5aa4913457adb9094c5f3f308ac3,1,2018-08-27 13:46:03,2018-08-27 13:55:17,2018-09-09 14:19:00,2018-09-16 14:40:42,2018-10-07 00:00:00
5265e13b1b649ee26bbaa159d56167aaa,442fd67617440e5d001f5e5206f9d40a,1,2018-08-19 21:57:35,2018-08-19 22:10:14,2018-08-20 11:05:00,2018-08-27 18:46:45,2018-09-02 00:00:00
cead26525980a4c3b2709a02342422c5a,ce282b3208baefe989bd4bfcbf776312,1,2018-08-25 22:27:45,2018-08-25 22:35:19,2018-08-27 14:24:00,2018-08-31 19:28:39,2018-09-16 00:00:00
3660e114692157e805cdd9f04e83d9e9a,4b81d3c91fed6cc8ff56c408caacb520,1,2018-08-04 07:08:45,2018-08-05 16:31:51,2018-08-04 09:27:00,2018-08-10 12:18:47,2018-08-25 00:00:00
d91313a0c0af07ea76d8eb89ed780b61a,516f6d86c15992b88f28e335a4d5de21,1,2018-08-17 19:34:19,2018-08-19 02:45:25,2018-08-19 15:14:00,2018-08-25 18:18:45,2018-09-03 00:00:00
ad1e181092a016f9c984f5ba59bd9119a,92d80c533a45c936e5ba04440a73d99d,1,2018-08-21 18:24:39,2018-08-23 15:34:04,2018-08-25 14:19:00,2018-09-02 16:25:00,2018-09-15 00:00:00
30ef7c120f099b71e0e0eae30f95c954a,45ea718c3e7fb98d483c4a66455db9ce,1,2018-08-20 20:12:54,2018-08-20 20:25:11,2018-08-23 14:58:00,2018-08-26 16:19:12,2018-09-03 00:00:00
5ffeee9d677333ddef6ef0db3aaf50e9a,2519d867dd1a3978f406e0af4f7ece17,1,2018-08-15 21:31:59,2018-08-15 21:45:17,2018-08-17 12:27:00,2018-08-20 17:18:36,2018-08-31 00:00:00
e0f9009cf0a83fa9341d61e7052a6e5da,ade877be50f6c176e0fafc2da7f37fd6,1,2018-08-24 11:31:05,2018-08-24 11:45:08,2018-08-26 14:12:00,2018-09-08 18:59:23,2018-09-22 00:00:00
ffa1dd31c0e1fd3a1248fe23238eccd5a,f3c933ff52ea525fddbaf9dc575bf332,1,2018-08-27 18:56:09,2018-08-27 19:10:10,2018-08-31 10:58:00,2018-09-02 23:46:31,2018-09-14 00:00:00
7e6947a332fa36bbb61f7fc5a92fc988a,fbe09f282571d313ea0bc08a3b9a8a39,1,2018-08-10 10:43:20,2018-08-10 10:55:21,2018-08-13 12:33:00,2018-08-21 00:18:41,2018-09-01 00:00:00
eb73628992e7d5099384b8016d82e775a,8b9f34063c242242994cd8a08719f000,1,2018-08-31 13:16:48,2018-08-31 13:30:34,2018-09-01 09:47:00,2018-09-03 22:12:20,2018-09-09 00:00:00
