review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
dfaa5eaa0c6455c36de7c843104772e4,cc2a815c27056f7c5770b6a14d422863,5,,,2018-08-17,2018-08-17 16:30:12
2863245e6126eb04ef81170a737bd0c5,d077de666ab7b62a7aafd596bfd16deb,5,,,2018-08-14,2018-08-15 02:00:23
28493d3e4bfbe85a8594edfc35911b82,3ee9cf1702011ef8cb10312b07124ec7,5,já conheço a empresa,sempre entrega o produto comprado e dentro das especificações. cumpre o prazo. confiavel,2018-08-25,2018-08-28 18:03:01
9b95826322283b266423c8ecd48dcc70,51443d57f4db8cd4a58620d7b9a8c723,1,,,2018-09-09,2018-09-10 00:48:40
394480f8612b1f2f95b6d3af7ec00e51,612200d1732f963c7706d8da2517c04d,5,100% original,"apesar de ser um prazo muito extenso q a loja fornece, mas o produto é um dos mais em contas comparado a outras lojas por ae, aprovado em todos os testes realizados nesse modelo de cartão!",2018-09-16,2018-09-16 18:15:40
6445874167be64d4896b08f1da3979c3,21094f6fd8017c8b7339040142abea71,4,,,2018-09-04,2018-09-05 00:12:27
21c5e82f0324123ed8f6584281add50f,22d63f928cac124264dda89874eb970f,5,,,2018-08-26,2018-08-31 11:36:05
924cdf8c7eead68b8a1a7288117098a2,17f71a234f74de0e7c52630aa272eb17,4,,"entregue antes do prazo prometido, preço bom.
agora é utilizar o produto.",2018-08-07,2018-08-07 23:06:52
06a3de4380a60b0a4644b13cb0645ede,92b675d76f091290310bf9078366b8fb,5,,entrega rápida ,2018-09-10,2018-09-11 00:06:38
23a20eeff59617f6b15a4c8cd1788ede,71359a053b02802c8974b69049cec60a,5,tudo correto,boa embalagem e produto.,2018-09-07,2018-09-07 19:56:58
a096ee30cd6f0374e5e793269e8f0800,b91ca0418b6f2ae549bb6f356eee80cb,3,insatisfeito,"foi enviado o tamanho para cama de casal (1.38 x1.88) sendo que comprei para cama tamanho queen (1,68 x 1,98). já solicitei a troca.",2018-08-12,2018-08-13 10:43:22
a316090a5eafab6f22d090ae9acb5308,6c425fa161548ce6dcea1ea86b1a65d8,5,recomendado,muito bom ,2018-08-15,2018-08-18 12:46:27
d5a5a9fd6e108cc74f8669249daaccfe,e79f873315375aad54aa74ee8119dc40,2,decepção total,o produto e até bom só não gostei do fone na foto e um e vem um fone de ouvido muito ruim tinha quer um pouco melhor pelo preço sem contar que o fone machuca o olheira ,2018-08-26,2018-08-26 21:17:23
8a9c4a61f686c7a0eeee6f19824ce544,64dc7842b184ebd280aef040ab951134,5,super recomendo,chegou bem mais rápido do que eu imaginava,2018-08-13,2018-08-13 16:28:53
1d2712140c7941638fa2ba9dd165f1ba,49c4763845a16623e106403f1655c063,5,,,2018-08-28,2018-09-02 19:21:01
4058856ef8c22bd07311401448e92444,b17c8b612641d44b16b1e306763d33fe,5,,recomendo o produto e a loja,2018-08-13,2018-08-15 22:14:20
dc4017e07c85710e24b0fcedd480e12b,b3c22881ab836451fc66d6cbf6a2083e,5,,,2018-08-26,2018-08-27 15:53:33
ae1d1add3de43e99315baa07a9be75df,505b77e04872f9f03ae71d4f75f43af4,5,excelente. ,,2018-08-06,2018-08-10 13:56:57
6e41e3341fec8da045bb962f5b354dbf,ddcc0f4f6de9d30500e9e39e2127046d,5,compra do produto rebotec,estou satisfeito com a entrega do produto. parabéns à loja pelo ótimo atendimento! recomendarei a mesma para outras pessoas. ,2018-08-13,2018-08-16 00:05:58
8cdc7e71240af601025767b05079f468,ad6137b47c7f7c1c621f4de13c3d5bc9,5,muito satisfeita,"estou gostando de comprar com a lojas lannister, além de responsabilidade o produto vem antes do prazo e em perfeito estado. obrigada. ",2018-08-21,2018-08-23 23:06:45
5ef9614ed02a28935d5e4eb17c74d635,2e1934467537a71d1ef09726c4c27b11,3,,,2018-09-01,2018-09-02 12:00:50
ff15d93bb26db0e6d8e77608ec53bd24,40100562b4c65bc39a1feee1c171bb12,3,nao recebi,meu relogio nao chegou,2018-08-11,2018-08-13 01:14:23
d996f3add30103ba796e12f4d7e82a1d,56e7d463a96db09e951999dd6e74f136,5,,,2018-08-31,2018-09-01 00:07:46
52908359b20d70532ff14ddd15aeabf2,4ff9ab070e81af8af428c889cc08b06d,5,,,2018-08-27,2018-08-30 02:05:48
137e64faebacd3951cf2fdc4fb1629f9,cc03f6907e3230fc27f728ed4e977534,5,,"entrega ocorreu antes do prazo, produto em perfeitas condições, muito satisfeito.",2018-09-08,2018-09-11 11:20:07
569364f30e60a0124c98eef603e0a936,416e55ae80dadfd48f380ae3b1b1dc83,5,,,2018-08-26,2018-08-27 02:52:28
dc5d6f4d51909d7f0dbd437b0efc5ef7,a6ba686abe92f4b2c2cffcd962db019c,4,,,2018-09-07,2018-09-07 23:04:28
46f966f8b9204492e2b064046abd86bc,cd201e0f6a37139084fa4f76f87e684d,5,,,2018-08-25,2018-08-28 13:14:57
e61bf166cfcb1648c4e7d4d8cdae7c64,d0444c65949d9cea920374debbfbd723,5,torneira,excelente produto!!!,2018-08-11,2018-08-13 17:58:28
f10455efcb2949921fe99880c08746fe,1397417a57ad1bbfe8d639df8cdee908,3,atraso de um dos produtis,"recebi no dia 09/07/2018 apenas o relógio, a luminária não ",2018-08-10,2018-08-11 01:57:29
7cff5f7de8b57d7ef3022d16288d4d78,32f46692d9d85353f5f51f9ffd04e90a,5,ótimo ,muito bom recebi antes do prazo foi espetacular ,2018-08-14,2018-08-15 05:12:08
76e7f71eeb323254d3ec8a773917c771,542dd8c7a80f7006b56c9cbb95e6433b,2,,,2018-08-31,2018-09-01 10:29:06
27c3a25574444e27146a2947293b5759,01237c761ffb72594a466ed514518af0,5,,,2018-08-11,2018-08-14 02:25:33
7997fa751f3b0639b7d2ce242b46a37b,dd68ef67523952a95a744e87a90375b9,5,,,2018-09-14,2018-09-14 20:36:50
5d0d6fcd476b998623c549ba69a41f70,4759b488dfc55eb259b216bb6d93ce48,5,muito bom,excelente e entrega super rápida ,2018-08-25,2018-09-02 22:48:06
c60ffbd86c51dcfd2e6d69e4d4587ec4,1f42f4d540bb667dcd3bde1a50c9e442,1,pedido não veio correto,"acho que deveria explicar melhor o que está sendo oferecido, para que o consumidor não tenha duvidas na hora da compra. 
pedi k1 que tem os nomes no fone de ouvido e veio kb1 que não vem.",2018-08-26,2018-08-26 12:00:05
